close_30v,date
6.282178618462195,1
6.47140702089361,1
7.212257100149476,1
7.232207275817286,1
7.317629179331307,1
7.637795275590551,1
7.728720324261726,1
7.799021260696417,1
7.969661610268378,1
8.05602716468591,1
8.150982302475382,1
8.176470588235293,1
8.178093530142089,1
8.24630541871921,1
8.273615635179153,1
8.367377391650363,1
8.402393443456594,1
8.542713567839197,1
8.59613428280773,1
8.601952710529646,1
8.654489323385645,1
8.743615672025502,1
8.832684824902724,1
8.904084769957176,1
8.927813163481954,1
8.996415770609318,1
9.012930535011963,1
9.197118487380301,1
9.28735632183908,1
9.297475301866083,1
9.415204678362572,1
9.42876672742631,1
9.47039410065569,1
9.49965729952022,1
9.74330566717993,1
9.768208077577757,1
9.785456021251477,1
9.812785782072298,1
9.828277684056403,1
9.863523573200991,1
9.964580873671782,1
9.989395546129375,1
10.008500272769947,1
10.097337829847234,1
10.099843941402513,1
10.13090909090909,1
10.134862536633637,1
10.226586102719033,1
10.27114967462039,1
10.31194634269805,1
10.434782608695652,1
10.50381679389313,1
10.518518518518519,1
10.537595169771262,1
10.551181102362206,1
10.564399421128797,1
10.575134866553093,1
10.612002764051683,1
10.637958532695375,1
10.646992054483542,1
10.681365056157372,1
10.719321365968499,1
10.72927072927073,1
10.733333333333333,1
10.872483221476513,1
10.893472575812682,1
10.944775695627484,1
11.006595636732621,1
11.037484561241648,1
11.065274241873194,1
11.072620714054977,1
11.189320388349515,1
11.253768526709152,1
11.261648564239382,1
11.365374572530786,1
11.464903357070193,1
11.524391533272716,1
11.616426811876053,1
11.714146675084173,1
12.021696252465482,1
12.05978037595905,1
12.179405471844131,1
12.472266966538006,1
12.475012535517301,1
12.500000000000002,1
12.86377529755013,1
13.14868804664723,1
13.207197709042726,1
13.399915350272382,1
13.737619006026726,1
14.03790087463557,1
